src_ip,window_start,risk_score,severity,signature_score,signature_hits,isolation_score,ewma_score,ewma_top_deviation,rf_predicted_type,rf_confidence,true_attack_type
10.0.0.25,2026-08-10 04:37:00,0.1781,LOW,0.0,[],0.362,0.529,flow_count (z=8.0),none,1.0,none
10.0.0.21,2026-08-10 04:41:00,0.178,LOW,0.0,[],0.371,0.514,flow_count (z=8.0),none,0.997,none
10.0.0.35,2026-08-10 05:27:00,0.1779,LOW,0.0,[],0.353,0.536,flow_count (z=8.0),none,1.0,none
10.0.0.28,2026-08-10 03:18:00,0.1776,LOW,0.0,[],0.335,0.27,total_bytes_recv (z=4.3),none,0.811,c2_beacon
10.0.0.6,2026-08-10 04:17:00,0.1767,LOW,0.0,[],0.412,0.407,port_entropy (z=5.8),none,0.957,none
10.0.0.17,2026-08-10 05:14:00,0.1755,LOW,0.0,[],0.359,0.234,port_entropy (z=1.9),none,0.811,none
10.0.0.22,2026-08-10 04:07:00,0.1754,LOW,0.0,[],0.401,0.476,unique_dst_ports (z=6.7),none,1.0,none
10.0.0.21,2026-08-10 05:20:00,0.1751,LOW,0.0,[],0.334,0.323,port_entropy (z=4.6),none,0.855,none
10.0.0.1,2026-08-10 03:58:00,0.175,LOW,0.0,[],0.323,0.552,flow_count (z=8.0),none,1.0,none
10.0.0.23,2026-08-10 02:18:00,0.1747,LOW,0.0,[],0.378,0.452,flow_count (z=8.0),none,0.971,none
10.0.0.3,2026-08-10 02:49:00,0.1741,LOW,0.0,[],0.396,0.474,flow_count (z=8.0),none,1.0,none
10.0.0.21,2026-08-10 04:03:00,0.1731,LOW,0.0,[],0.414,0.452,unique_dst_ports (z=6.5),none,1.0,none
10.0.0.18,2026-08-10 05:07:00,0.1726,LOW,0.0,[],0.523,0.339,total_bytes_sent (z=5.3),none,1.0,none
10.0.0.8,2026-08-10 04:17:00,0.1723,LOW,0.0,[],0.516,0.345,syn_ratio (z=8.0),none,1.0,none
10.0.0.33,2026-08-10 04:13:00,0.172,LOW,0.0,[],0.375,0.453,flow_count (z=8.0),none,0.979,none
10.0.0.6,2026-08-10 03:52:00,0.1717,LOW,0.0,[],0.441,0.241,port_entropy (z=2.5),none,0.882,none
10.0.0.33,2026-08-10 05:47:00,0.1716,LOW,0.0,[],0.553,0.305,total_bytes_recv (z=4.4),none,1.0,none
10.0.0.3,2026-08-10 05:00:00,0.1716,LOW,0.0,[],0.425,0.433,port_entropy (z=4.8),none,1.0,none
10.0.0.20,2026-08-10 03:28:00,0.1713,LOW,0.0,[],0.423,0.434,flow_count (z=6.9),none,1.0,none
10.0.0.8,2026-08-10 05:17:00,0.1711,LOW,0.0,[],0.417,0.438,failed_ratio (z=8.0),none,1.0,none
10.0.0.29,2026-08-10 05:15:00,0.171,LOW,0.0,[],0.329,0.227,unique_dst_ports (z=2.0),none,0.801,none
10.0.0.31,2026-08-10 05:33:00,0.17,LOW,0.0,[],0.546,0.304,total_bytes_recv (z=5.3),none,1.0,none
10.0.0.26,2026-08-10 04:09:00,0.1699,LOW,0.0,[],0.439,0.411,port_entropy (z=7.3),none,1.0,none
10.0.0.34,2026-08-10 01:27:00,0.1697,LOW,0.0,[],0.575,0.268,avg_packet_size (z=7.5),none,0.997,none
10.0.0.32,2026-08-10 04:32:00,0.1697,LOW,0.0,[],0.372,0.477,port_entropy (z=6.0),none,1.0,none
10.0.0.29,2026-08-10 02:01:00,0.1695,LOW,0.0,[],0.358,0.49,flow_count (z=8.0),none,1.0,none
10.0.0.15,2026-08-10 03:38:00,0.1694,LOW,0.0,[],0.124,0.2,total_bytes_recv (z=-2.0),none,0.651,none
10.0.0.2,2026-08-10 05:43:00,0.1689,LOW,0.0,[],0.423,0.422,total_bytes_sent (z=5.6),none,1.0,none
10.0.0.15,2026-08-10 04:58:00,0.1683,LOW,0.0,[],0.333,0.509,flow_count (z=8.0),none,1.0,none
10.0.0.32,2026-08-10 04:00:00,0.1682,LOW,0.0,[],0.526,0.314,total_bytes_sent (z=3.4),none,1.0,none
10.0.0.32,2026-08-10 05:54:00,0.1681,LOW,0.0,[],0.268,0.487,flow_count (z=8.0),none,0.943,none
10.0.0.39,2026-08-10 05:13:00,0.1681,LOW,0.0,[],0.53,0.31,syn_ratio (z=5.4),none,1.0,none
10.0.0.9,2026-08-10 03:43:00,0.1675,LOW,0.0,[],0.379,0.449,flow_count (z=8.0),none,0.994,none
10.0.0.36,2026-08-10 04:39:00,0.1672,LOW,0.0,[],0.37,0.451,port_entropy (z=7.2),none,0.99,none
10.0.0.40,2026-08-10 05:27:00,0.167,LOW,0.0,[],0.388,0.447,flow_count (z=6.7),none,1.0,none
10.0.0.17,2026-08-10 01:30:00,0.1669,LOW,0.0,[],0.33,0.269,flow_count (z=4.1),none,0.843,none
10.0.0.6,2026-08-10 04:21:00,0.166,LOW,0.0,[],0.424,0.29,failed_ratio (z=8.0),none,0.923,none
10.0.0.12,2026-08-10 05:06:00,0.1657,LOW,0.0,[],0.265,0.559,flow_count (z=8.0),none,0.997,none
10.0.0.8,2026-08-10 03:07:00,0.165,LOW,0.0,[],0.489,0.336,flow_count (z=8.0),none,1.0,none
10.0.0.37,2026-08-10 05:30:00,0.1648,LOW,0.0,[],0.286,0.516,flow_count (z=8.0),none,0.985,none
10.0.0.1,2026-08-10 05:10:00,0.1647,LOW,0.0,[],0.265,0.405,port_entropy (z=8.0),none,0.898,none
10.0.0.17,2026-08-10 04:40:00,0.1644,LOW,0.0,[],0.362,0.46,port_entropy (z=7.0),none,1.0,none
10.0.0.4,2026-08-10 05:02:00,0.1643,LOW,0.0,[],0.435,0.387,total_bytes_recv (z=5.1),none,1.0,none
10.0.0.18,2026-08-10 03:24:00,0.1639,LOW,0.0,[],0.528,0.292,failed_ratio (z=8.0),none,1.0,none
10.0.0.4,2026-08-10 05:37:00,0.1636,LOW,0.0,[],0.384,0.225,port_entropy (z=1.9),none,0.861,none
10.0.0.28,2026-08-10 05:39:00,0.1633,LOW,0.0,[],0.361,0.456,total_bytes_recv (z=5.1),none,1.0,none
10.0.0.31,2026-08-10 04:35:00,0.1631,LOW,0.0,[],0.113,0.194,total_bytes_recv (z=-2.0),none,0.661,none
10.0.0.28,2026-08-10 05:50:00,0.1629,LOW,0.0,[],0.5,0.315,failed_ratio (z=8.0),none,1.0,none
10.0.0.13,2026-08-10 04:26:00,0.1624,LOW,0.0,[],0.479,0.333,total_bytes_sent (z=5.0),none,1.0,none
10.0.0.17,2026-08-10 05:24:00,0.1622,LOW,0.0,[],0.341,0.24,port_entropy (z=2.2),none,0.847,none
10.0.0.33,2026-08-10 04:37:00,0.162,LOW,0.0,[],0.269,0.3,unique_dst_ports (z=4.2),none,0.84,none
10.0.0.26,2026-08-10 05:15:00,0.1616,LOW,0.0,[],0.291,0.504,port_entropy (z=7.4),none,0.991,none
10.0.0.38,2026-08-10 02:35:00,0.1616,LOW,0.0,[],0.422,0.239,avg_duration (z=2.2),none,0.903,none
10.0.0.19,2026-08-10 04:48:00,0.1614,LOW,0.0,[],0.418,0.368,port_entropy (z=6.1),none,0.986,none
10.0.0.1,2026-08-10 01:37:00,0.1612,LOW,0.0,[],0.49,0.316,total_bytes_sent (z=3.5),none,1.0,none
10.0.0.29,2026-08-10 02:41:00,0.1611,LOW,0.0,[],0.472,0.333,total_bytes_recv (z=4.4),none,1.0,none
10.0.0.5,2026-08-10 01:08:00,0.161,LOW,0.0,[],0.565,0.24,total_bytes_recv (z=5.9),none,1.0,none
10.0.0.19,2026-08-10 05:01:00,0.1607,LOW,0.0,[],0.49,0.245,port_entropy (z=2.4),none,0.954,none
10.0.0.4,2026-08-10 04:05:00,0.1605,LOW,0.0,[],0.462,0.34,total_bytes_recv (z=7.4),none,1.0,none
10.0.0.7,2026-08-10 04:17:00,0.1605,LOW,0.0,[],0.416,0.386,port_entropy (z=4.5),none,1.0,none
10.0.0.29,2026-08-10 04:59:00,0.1601,LOW,0.0,[],0.408,0.393,port_entropy (z=7.2),none,1.0,none
10.0.0.34,2026-08-10 04:53:00,0.1601,LOW,0.0,[],0.285,0.478,flow_count (z=8.0),none,0.975,none
10.0.0.15,2026-08-10 02:47:00,0.1601,LOW,0.0,[],0.523,0.277,failed_ratio (z=8.0),none,1.0,none
10.0.0.16,2026-08-10 04:00:00,0.1597,LOW,0.0,[],0.502,0.297,failed_ratio (z=8.0),none,1.0,none
10.0.0.29,2026-08-10 01:25:00,0.1593,LOW,0.0,[],0.569,0.223,total_bytes_recv (z=3.5),none,0.997,none
10.0.0.40,2026-08-10 05:35:00,0.1591,LOW,0.0,[],0.444,0.272,port_entropy (z=2.7),none,0.946,none
10.0.0.2,2026-08-10 00:36:00,0.1583,LOW,0.0,[],0.436,0.356,total_bytes_recv (z=8.0),none,1.0,none
10.0.0.20,2026-08-10 01:20:00,0.1582,LOW,0.0,[],0.127,0.19,avg_packet_size (z=-2.4),none,0.684,none
10.0.0.33,2026-08-10 00:24:00,0.1579,LOW,0.0,[],0.473,0.316,total_bytes_sent (z=8.0),none,1.0,none
10.0.0.11,2026-08-10 05:09:00,0.1574,LOW,0.0,[],0.296,0.482,port_entropy (z=6.8),none,0.994,none
10.0.0.37,2026-08-10 04:19:00,0.1573,LOW,0.0,[],0.434,0.311,port_entropy (z=5.0),none,0.972,none
10.0.0.14,2026-08-10 05:08:00,0.1572,LOW,0.0,[],0.452,0.333,syn_ratio (z=6.2),none,1.0,none
10.0.0.8,2026-08-10 03:29:00,0.1571,LOW,0.0,[],0.381,0.405,unique_dst_ports (z=8.0),none,1.0,none
10.0.0.18,2026-08-10 03:41:00,0.1571,LOW,0.0,[],0.307,0.461,flow_count (z=8.0),none,0.988,none
10.0.0.24,2026-08-10 02:42:00,0.1569,LOW,0.0,[],0.501,0.283,total_bytes_sent (z=6.0),none,1.0,none
10.0.0.3,2026-08-10 05:36:00,0.1569,LOW,0.0,[],0.354,0.425,port_entropy (z=5.4),none,0.997,none
10.0.0.5,2026-08-10 04:37:00,0.1565,LOW,0.0,[],0.401,0.219,avg_duration (z=3.6),none,0.892,none
10.0.0.23,2026-08-10 05:09:00,0.1562,LOW,0.0,[],0.266,0.514,flow_count (z=8.0),none,1.0,none
10.0.0.35,2026-08-10 05:54:00,0.1556,LOW,0.0,[],0.521,0.257,failed_ratio (z=8.0),none,1.0,none
10.0.0.22,2026-08-10 03:20:00,0.1552,LOW,0.0,[],0.283,0.422,flow_count (z=8.0),none,0.952,none
10.0.0.8,2026-08-10 04:16:00,0.1548,LOW,0.0,[],0.303,0.466,unique_dst_ports (z=8.0),none,0.997,none
10.0.0.15,2026-08-10 05:08:00,0.1544,LOW,0.0,[],0.388,0.238,flow_count (z=2.5),none,0.902,none
10.0.0.19,2026-08-10 02:41:00,0.1536,LOW,0.0,[],0.282,0.41,flow_count (z=8.0),none,0.95,none
10.0.0.12,2026-08-10 01:52:00,0.1536,LOW,0.0,[],0.463,0.243,avg_packet_size (z=-2.7),none,0.959,none
10.0.0.20,2026-08-10 05:12:00,0.1535,LOW,0.0,[],0.414,0.353,total_bytes_recv (z=5.9),none,1.0,none
10.0.0.30,2026-08-10 05:32:00,0.1534,LOW,0.0,[],0.476,0.291,syn_ratio (z=8.0),none,1.0,none
10.0.0.39,2026-08-10 05:47:00,0.1534,LOW,0.0,[],0.412,0.355,port_entropy (z=4.0),none,1.0,none
10.0.0.2,2026-08-10 01:38:00,0.1532,LOW,0.0,[],0.317,0.215,syn_ratio (z=2.6),none,0.843,none
10.0.0.11,2026-08-10 00:46:00,0.1532,LOW,0.0,[],0.472,0.293,total_bytes_recv (z=4.8),none,1.0,none
10.0.0.12,2026-08-10 03:52:00,0.1531,LOW,0.0,[],0.479,0.287,failed_ratio (z=8.0),none,1.0,none
10.0.0.38,2026-08-10 05:44:00,0.1531,LOW,0.0,[],0.47,0.296,failed_ratio (z=8.0),none,1.0,none
10.0.0.15,2026-08-10 05:38:00,0.1529,LOW,0.0,[],0.284,0.468,unique_dst_ports (z=8.0),none,0.991,none
10.0.0.29,2026-08-10 00:42:00,0.1526,LOW,0.0,[],0.435,0.328,avg_packet_size (z=8.0),none,1.0,none
10.0.0.20,2026-08-10 02:11:00,0.1522,LOW,0.0,[],0.46,0.301,total_bytes_sent (z=3.8),none,1.0,none
10.0.0.37,2026-08-10 01:49:00,0.1519,LOW,0.0,[],0.428,0.332,flow_count (z=4.5),none,1.0,none
10.0.0.23,2026-08-10 04:11:00,0.1519,LOW,0.0,[],0.481,0.232,flow_count (z=2.5),none,0.969,none
10.0.0.28,2026-08-10 03:24:00,0.1519,LOW,0.0,[],0.466,0.293,syn_ratio (z=8.0),none,1.0,none
10.0.0.3,2026-08-10 05:48:00,0.1515,LOW,0.0,[],0.357,0.234,flow_count (z=2.7),none,0.889,none
10.0.0.37,2026-08-10 01:05:00,0.1515,LOW,0.0,[],0.475,0.283,avg_duration (z=2.9),none,1.0,none
10.0.0.24,2026-08-10 02:16:00,0.1502,LOW,0.0,[],0.292,0.281,port_entropy (z=4.8),none,0.882,none
10.0.0.33,2026-08-10 02:18:00,0.1493,INFO,0.0,[],0.401,0.345,total_bytes_sent (z=3.8),none,1.0,none
10.0.0.18,2026-08-10 05:03:00,0.1493,INFO,0.0,[],0.418,0.328,port_entropy (z=5.7),none,1.0,none
10.0.0.36,2026-08-10 01:48:00,0.149,INFO,0.0,[],0.36,0.385,flow_count (z=4.8),none,1.0,none
10.0.0.23,2026-08-10 02:22:00,0.1489,INFO,0.0,[],0.443,0.301,failed_ratio (z=8.0),none,1.0,none
10.0.0.6,2026-08-10 05:49:00,0.1489,INFO,0.0,[],0.386,0.353,port_entropy (z=3.9),none,0.997,none
10.0.0.15,2026-08-10 03:26:00,0.1487,INFO,0.0,[],0.275,0.433,flow_count (z=8.0),none,0.977,none
10.0.0.27,2026-08-10 02:58:00,0.1486,INFO,0.0,[],0.479,0.265,syn_ratio (z=8.0),none,1.0,none
10.0.0.10,2026-08-10 01:36:00,0.1483,INFO,0.0,[],0.469,0.272,total_bytes_sent (z=4.3),none,1.0,none
10.0.0.9,2026-08-10 04:24:00,0.1483,INFO,0.0,[],0.454,0.283,failed_ratio (z=8.0),none,0.997,none
10.0.0.1,2026-08-10 01:20:00,0.1482,INFO,0.0,[],0.305,0.341,flow_count (z=6.0),none,0.937,none
10.0.0.12,2026-08-10 03:54:00,0.1478,INFO,0.0,[],0.458,0.281,total_bytes_recv (z=4.3),none,1.0,none
10.0.0.17,2026-08-10 02:36:00,0.1476,INFO,0.0,[],0.503,0.235,total_bytes_sent (z=3.1),none,1.0,none
10.0.0.14,2026-08-10 01:14:00,0.1475,INFO,0.0,[],0.451,0.192,avg_packet_size (z=-2.2),none,0.937,none
10.0.0.22,2026-08-10 04:29:00,0.1473,INFO,0.0,[],0.457,0.257,syn_ratio (z=5.2),none,0.985,none
10.0.0.23,2026-08-10 02:21:00,0.1472,INFO,0.0,[],0.366,0.213,flow_count (z=2.2),none,0.896,none
10.0.0.16,2026-08-10 01:17:00,0.1466,INFO,0.0,[],0.473,0.26,total_bytes_sent (z=3.7),none,1.0,none
10.0.0.28,2026-08-10 04:19:00,0.1466,INFO,0.0,[],0.457,0.276,port_entropy (z=2.9),none,1.0,none
10.0.0.27,2026-08-10 02:36:00,0.1462,INFO,0.0,[],0.294,0.437,flow_count (z=7.9),none,1.0,none
10.0.0.29,2026-08-10 05:14:00,0.1461,INFO,0.0,[],0.374,0.357,port_entropy (z=4.5),none,1.0,none
10.0.0.18,2026-08-10 00:26:00,0.1458,INFO,0.0,[],0.477,0.252,total_bytes_sent (z=-4.8),none,1.0,none
10.0.0.10,2026-08-10 05:28:00,0.1457,INFO,0.0,[],0.467,0.261,failed_ratio (z=8.0),none,1.0,none
10.0.0.17,2026-08-10 03:49:00,0.1457,INFO,0.0,[],0.314,0.41,port_entropy (z=5.6),none,0.997,none
10.0.0.39,2026-08-10 02:54:00,0.1456,INFO,0.0,[],0.325,0.247,port_entropy (z=3.4),none,0.896,none
10.0.0.19,2026-08-10 02:39:00,0.1453,INFO,0.0,[],0.504,0.222,failed_ratio (z=8.0),none,1.0,none
10.0.0.10,2026-08-10 03:01:00,0.1451,INFO,0.0,[],0.462,0.264,failed_ratio (z=8.0),none,1.0,none
10.0.0.38,2026-08-10 01:57:00,0.1439,INFO,0.0,[],0.485,0.23,total_bytes_recv (z=3.8),none,0.997,none
10.0.0.17,2026-08-10 05:45:00,0.1438,INFO,0.0,[],0.478,0.241,failed_ratio (z=8.0),none,1.0,none
10.0.0.34,2026-08-10 03:12:00,0.1436,INFO,0.0,[],0.273,0.445,flow_count (z=8.0),none,1.0,none
10.0.0.4,2026-08-10 05:50:00,0.1428,INFO,0.0,[],0.439,0.275,avg_packet_size (z=6.1),none,1.0,none
10.0.0.12,2026-08-10 01:11:00,0.1428,INFO,0.0,[],0.469,0.245,failed_ratio (z=6.0),none,1.0,none
10.0.0.7,2026-08-10 03:54:00,0.1427,INFO,0.0,[],0.432,0.282,port_entropy (z=3.6),none,1.0,none
10.0.0.29,2026-08-10 05:26:00,0.1425,INFO,0.0,[],0.423,0.29,total_bytes_recv (z=3.5),none,1.0,none
10.0.0.1,2026-08-10 05:59:00,0.1424,INFO,0.0,[],0.374,0.334,flow_count (z=7.1),none,0.997,none
10.0.0.37,2026-08-10 05:36:00,0.1424,INFO,0.0,[],0.444,0.268,failed_ratio (z=8.0),none,1.0,none
10.0.0.33,2026-08-10 05:29:00,0.142,INFO,0.0,[],0.282,0.414,port_entropy (z=4.9),none,0.991,none
10.0.0.10,2026-08-10 04:31:00,0.1419,INFO,0.0,[],0.328,0.358,total_bytes_sent (z=4.3),none,0.985,none
10.0.0.30,2026-08-10 04:56:00,0.1418,INFO,0.0,[],0.365,0.344,total_bytes_recv (z=5.6),none,1.0,none
10.0.0.35,2026-08-10 03:47:00,0.1418,INFO,0.0,[],0.396,0.313,unique_dst_ports (z=4.7),none,1.0,none
10.0.0.4,2026-08-10 05:48:00,0.1416,INFO,0.0,[],0.437,0.267,avg_duration (z=5.1),none,0.997,none
10.0.0.32,2026-08-10 03:04:00,0.1415,INFO,0.0,[],0.44,0.258,failed_ratio (z=8.0),none,0.993,none
10.0.0.12,2026-08-10 05:31:00,0.1415,INFO,0.0,[],0.318,0.263,port_entropy (z=3.3),none,0.916,none
10.0.0.19,2026-08-10 05:04:00,0.1414,INFO,0.0,[],0.471,0.236,total_bytes_recv (z=5.9),none,1.0,none
10.0.0.7,2026-08-10 04:57:00,0.1409,INFO,0.0,[],0.441,0.263,failed_ratio (z=8.0),none,1.0,none
10.0.0.16,2026-08-10 04:06:00,0.1407,INFO,0.0,[],0.376,0.328,total_bytes_sent (z=5.9),none,1.0,none
10.0.0.12,2026-08-10 05:47:00,0.1407,INFO,0.0,[],0.273,0.399,port_entropy (z=5.0),none,0.979,none
10.0.0.18,2026-08-10 05:53:00,0.1405,INFO,0.0,[],0.48,0.223,failed_ratio (z=8.0),none,1.0,none
10.0.0.6,2026-08-10 05:06:00,0.1398,INFO,0.0,[],0.353,0.346,total_bytes_recv (z=3.4),none,1.0,none
10.0.0.40,2026-08-10 02:37:00,0.1394,INFO,0.0,[],0.468,0.229,syn_ratio (z=6.8),none,1.0,none
10.0.0.29,2026-08-10 03:22:00,0.1389,INFO,0.0,[],0.402,0.243,avg_packet_size (z=8.0),none,0.967,none
10.0.0.32,2026-08-10 03:51:00,0.1388,INFO,0.0,[],0.287,0.406,port_entropy (z=7.3),none,1.0,none
10.0.0.29,2026-08-10 02:53:00,0.1388,INFO,0.0,[],0.3,0.216,flow_count (z=2.4),none,0.881,none
10.0.0.18,2026-08-10 05:12:00,0.1387,INFO,0.0,[],0.461,0.22,avg_duration (z=2.0),none,0.992,none
10.0.0.28,2026-08-10 05:02:00,0.1383,INFO,0.0,[],0.357,0.334,total_bytes_sent (z=3.9),none,1.0,none
10.0.0.29,2026-08-10 04:38:00,0.1382,INFO,0.0,[],0.413,0.273,flow_count (z=4.0),none,0.997,none
10.0.0.35,2026-08-10 05:46:00,0.1379,INFO,0.0,[],0.432,0.252,total_bytes_sent (z=2.1),none,0.997,none
10.0.0.11,2026-08-10 02:53:00,0.1377,INFO,0.0,[],0.407,0.282,syn_ratio (z=4.6),none,1.0,none
10.0.0.37,2026-08-10 02:07:00,0.1371,INFO,0.0,[],0.42,0.265,syn_ratio (z=4.7),none,1.0,none
10.0.0.21,2026-08-10 01:58:00,0.1371,INFO,0.0,[],0.451,0.234,total_bytes_sent (z=2.0),none,1.0,none
10.0.0.4,2026-08-10 02:39:00,0.137,INFO,0.0,[],0.363,0.318,flow_count (z=8.0),none,0.997,none
10.0.0.18,2026-08-10 05:42:00,0.1366,INFO,0.0,[],0.422,0.261,avg_packet_size (z=7.5),none,1.0,none
10.0.0.25,2026-08-10 05:33:00,0.1364,INFO,0.0,[],0.346,0.336,port_entropy (z=3.9),none,1.0,none
10.0.0.30,2026-08-10 03:07:00,0.1363,INFO,0.0,[],0.411,0.27,failed_ratio (z=8.0),none,1.0,none
10.0.0.5,2026-08-10 05:03:00,0.1362,INFO,0.0,[],0.377,0.22,port_entropy (z=3.2),none,0.944,none
10.0.0.37,2026-08-10 03:21:00,0.1358,INFO,0.0,[],0.363,0.316,syn_ratio (z=8.0),none,1.0,none
10.0.0.35,2026-08-10 02:59:00,0.1357,INFO,0.0,[],0.368,0.31,unique_dst_ports (z=4.0),none,1.0,none
10.0.0.28,2026-08-10 04:43:00,0.1355,INFO,0.0,[],0.286,0.292,port_entropy (z=4.3),none,0.934,none
10.0.0.38,2026-08-10 03:15:00,0.1354,INFO,0.0,[],0.428,0.244,flow_count (z=4.1),none,0.997,none
10.0.0.24,2026-08-10 00:48:00,0.1352,INFO,0.0,[],0.306,0.208,flow_count (z=2.2),none,0.891,none
10.0.0.7,2026-08-10 01:07:00,0.1352,INFO,0.0,[],0.377,0.299,total_bytes_recv (z=4.0),none,1.0,none
10.0.0.31,2026-08-10 00:33:00,0.1351,INFO,0.0,[],0.445,0.231,avg_packet_size (z=8.0),none,1.0,none
10.0.0.13,2026-08-10 03:18:00,0.1349,INFO,0.0,[],0.377,0.298,total_bytes_recv (z=4.9),none,1.0,none
10.0.0.40,2026-08-10 04:53:00,0.1348,INFO,0.0,[],0.338,0.313,flow_count (z=4.1),none,0.984,none
10.0.0.21,2026-08-10 01:56:00,0.1348,INFO,0.0,[],0.452,0.222,failed_ratio (z=3.8),none,1.0,none
10.0.0.37,2026-08-10 05:37:00,0.1343,INFO,0.0,[],0.382,0.284,port_entropy (z=3.2),none,0.997,none
10.0.0.22,2026-08-10 01:19:00,0.1343,INFO,0.0,[],0.438,0.234,flow_count (z=3.3),none,1.0,none
10.0.0.5,2026-08-10 01:49:00,0.1343,INFO,0.0,[],0.256,0.393,flow_count (z=5.9),none,0.985,none
10.0.0.22,2026-08-10 00:18:00,0.1343,INFO,0.0,[],0.299,0.373,total_bytes_sent (z=8.0),none,1.0,none
10.0.0.21,2026-08-10 04:11:00,0.1339,INFO,0.0,[],0.436,0.234,avg_duration (z=2.9),none,1.0,none
10.0.0.10,2026-08-10 05:45:00,0.1337,INFO,0.0,[],0.448,0.221,syn_ratio (z=6.3),none,1.0,none
10.0.0.2,2026-08-10 05:55:00,0.1332,INFO,0.0,[],0.381,0.266,failed_ratio (z=8.0),none,0.987,none
10.0.0.20,2026-08-10 02:49:00,0.1332,INFO,0.0,[],0.416,0.25,failed_ratio (z=8.0),none,1.0,none
10.0.0.10,2026-08-10 02:52:00,0.1331,INFO,0.0,[],0.453,0.212,avg_packet_size (z=1.8),none,1.0,none
10.0.0.18,2026-08-10 03:03:00,0.133,INFO,0.0,[],0.426,0.239,total_bytes_recv (z=4.3),none,1.0,none
10.0.0.20,2026-08-10 05:50:00,0.1327,INFO,0.0,[],0.385,0.278,port_entropy (z=2.5),none,1.0,none
10.0.0.17,2026-08-10 05:51:00,0.1324,INFO,0.0,[],0.443,0.219,total_bytes_recv (z=1.9),none,1.0,none
10.0.0.12,2026-08-10 05:20:00,0.1323,INFO,0.0,[],0.361,0.295,syn_ratio (z=3.0),none,0.997,none
10.0.0.28,2026-08-10 05:11:00,0.1322,INFO,0.0,[],0.349,0.246,port_entropy (z=2.4),none,0.956,none
10.0.0.12,2026-08-10 05:51:00,0.132,INFO,0.0,[],0.371,0.284,syn_ratio (z=8.0),none,0.997,none
10.0.0.3,2026-08-10 01:11:00,0.132,INFO,0.0,[],0.401,0.259,total_bytes_sent (z=3.3),none,1.0,none
10.0.0.13,2026-08-10 04:52:00,0.1319,INFO,0.0,[],0.392,0.267,flow_count (z=4.3),none,1.0,none
10.0.0.7,2026-08-10 05:14:00,0.1317,INFO,0.0,[],0.323,0.269,port_entropy (z=3.4),none,0.956,none
10.0.0.31,2026-08-10 02:24:00,0.1317,INFO,0.0,[],0.427,0.231,syn_ratio (z=6.9),none,1.0,none
10.0.0.11,2026-08-10 01:56:00,0.1317,INFO,0.0,[],0.304,0.355,flow_count (z=4.4),none,1.0,none
10.0.0.27,2026-08-10 03:37:00,0.1315,INFO,0.0,[],0.412,0.245,syn_ratio (z=5.2),none,1.0,none
10.0.0.11,2026-08-10 04:17:00,0.1315,INFO,0.0,[],0.284,0.327,port_entropy (z=4.5),none,0.97,none
10.0.0.17,2026-08-10 03:00:00,0.1312,INFO,0.0,[],0.363,0.293,syn_ratio (z=8.0),none,1.0,none
10.0.0.27,2026-08-10 05:41:00,0.1312,INFO,0.0,[],0.29,0.366,total_bytes_recv (z=4.5),none,1.0,none
10.0.0.17,2026-08-10 04:42:00,0.1311,INFO,0.0,[],0.423,0.232,avg_packet_size (z=3.0),none,1.0,none
10.0.0.4,2026-08-10 05:26:00,0.1308,INFO,0.0,[],0.3,0.23,port_entropy (z=2.0),none,0.917,none
10.0.0.13,2026-08-10 02:53:00,0.1306,INFO,0.0,[],0.356,0.292,flow_count (z=3.9),none,0.997,none
10.0.0.36,2026-08-10 02:51:00,0.1302,INFO,0.0,[],0.401,0.25,failed_ratio (z=8.0),none,1.0,none
10.0.0.3,2026-08-10 02:34:00,0.13,INFO,0.0,[],0.415,0.235,failed_ratio (z=8.0),none,1.0,none
10.0.0.31,2026-08-10 01:19:00,0.13,INFO,0.0,[],0.38,0.191,syn_ratio (z=1.4),none,0.947,none
10.0.0.5,2026-08-10 02:21:00,0.1297,INFO,0.0,[],0.295,0.332,flow_count (z=5.6),none,0.985,none
10.0.0.7,2026-08-10 03:01:00,0.1297,INFO,0.0,[],0.39,0.258,total_bytes_sent (z=4.3),none,1.0,none
10.0.0.11,2026-08-10 01:25:00,0.1295,INFO,0.0,[],0.456,0.192,failed_ratio (z=2.7),none,1.0,none
10.0.0.13,2026-08-10 01:33:00,0.1294,INFO,0.0,[],0.307,0.34,total_bytes_recv (z=4.2),none,1.0,none
10.0.0.40,2026-08-10 03:12:00,0.1292,INFO,0.0,[],0.253,0.371,flow_count (z=6.5),none,0.985,none
10.0.0.36,2026-08-10 04:08:00,0.1291,INFO,0.0,[],0.387,0.259,avg_duration (z=8.0),none,1.0,none
10.0.0.38,2026-08-10 04:56:00,0.1291,INFO,0.0,[],0.321,0.262,port_entropy (z=3.2),none,0.958,none
10.0.0.12,2026-08-10 00:18:00,0.129,INFO,0.0,[],0.398,0.247,total_bytes_sent (z=3.4),none,1.0,none
10.0.0.2,2026-08-10 01:16:00,0.1289,INFO,0.0,[],0.426,0.219,avg_packet_size (z=5.4),none,1.0,none
10.0.0.40,2026-08-10 03:37:00,0.1288,INFO,0.0,[],0.406,0.238,failed_ratio (z=8.0),none,1.0,none
10.0.0.4,2026-08-10 04:17:00,0.1287,INFO,0.0,[],0.392,0.252,total_bytes_sent (z=2.5),none,1.0,none
